team,base,average_aika,average_eteneminen,week
2007,3,5.0647551666666005000,5.5514178333332894167,28
2005,3,5.1012893846154489231,6.0459015384615038462,28
2002,3,5.0000000000000000000,5.2399949999999080000,28
2008,3,5.3200000000001640000,5.7199970000001490000,28
2013,2,4.0307076666667856667,4.4307050000000650000,28
2013,3,5.3318245000000385000,5.8427629999991950000,28
2013,1,4.1532943999999588000,4.5172935999998118000,28
2012,2,4.1364057000000685000,4.4804050999999617000,29
2001,3,5.0771002222221696667,5.6682077777779038889,29
2012,1,4.2288879999999963333,4.6016896666666677778,29
2001,1,3.9296131428571762857,4.3353257142856754286,29
2001,2,3.9176695000001587500,4.3476690000001668750,29
2002,1,4.1095873076922788462,4.5142007692306308462,29
2006,1,4.0502375999999915000,4.4282352000000176000,29
2002,2,4.0487695000001298571,4.6616705714284958571,29
2006,3,5.0899959999997464000,5.6939924999999221000,29
2006,2,3.8694288888889333333,4.2605389999998554444,29
2002,3,4.9894262222224927778,5.7271998888888146667,29
2007,1,4.1724098000002416000,4.8764090000001490000,29
2007,3,4.9903819166669334167,6.3298573333333554167,29
2013,1,4.2227111538463060000,4.5965553076922998462,29
2013,3,5.1260274000000891000,6.4722467999999708000,29
2013,2,4.1373380000001299286,4.4887650714286533571,29
2007,2,3.9288022000000636000,4.3767845000000760000,29
2008,1,4.3155537777778486667,4.7066636666667261111,29
2008,2,4.1274044444445381111,4.5490164444442798889,29
2008,3,5.3057140000002100000,6.0114270000000425714,29
2011,2,3.8897701000001236000,4.2797698999997921000,29
2011,3,4.8761670000000663750,5.5451768749999246250,29
2011,1,3.9358108000000356000,4.3278108000000429000,29
2010,2,4.0720683913044152609,4.6036671739129520435,29
2010,1,4.0528909999999693333,4.4706663333332320000,29
2010,3,5.0338809629629224444,6.0338441851850229259,29
2005,1,4.0953842307692236154,4.4030761538462963846,29
2005,3,5.0333324444443657778,5.3644412222221135556,29
2005,2,3.8264524999999973333,4.1047854166667244167,29
2009,2,4.0870762500002230000,4.4855022500000813750,29
2009,3,5.3079403333343483333,6.6479366666671923333,29
2003,1,4.0937843999999246000,4.4097834999999009500,29
2003,3,5.0636344545454117273,6.0381771818182725455,29
2003,2,3.9777028181817658636,4.3458837272727144545,29
2009,1,4.1800000000002910000,4.5999999999985450000,29
2001,1,4.0689870000000762000,4.4423200000000786000,30
2001,2,3.9832499090909590909,4.3341582727273568182,30
2005,2,3.8696283333334172963,4.1792561851852278148,30
2005,3,5.0182599565217889565,5.5591285217390419130,30
2005,1,4.0088882777777146111,4.3377764999999172222,30
2004,2,3.9588148888888607778,4.3410367777776426667,30
2002,1,4.2716741999998700000,4.7596731999999974000,30
2004,1,4.2012660000000974286,4.5555514285714968571,30
2002,2,3.9396377999996732000,4.3756348000001710000,30
2002,3,5.2085046666666888333,5.6985035000002425000,30
2004,3,5.1402625000000625000,5.6902625000000170000,30
2010,3,5.2860500000001592143,5.7231920714285544286,30
2010,1,4.0318715000000791429,4.3447274285714292857,30
2010,2,3.9449431052632078947,4.3217845263158396316,30
2007,1,3.9920822941175550000,4.3873757058823043529,30
2007,3,4.9937805384616484615,6.2799337692307254615,30
2007,2,4.0715956923076052308,4.7131331538460893077,30
2011,2,3.9423357777779985556,4.3401123333333848889,30
2011,1,3.9755653999999140000,4.3275642999999946000,30
2011,3,5.2874524285716037143,6.3074510000001931429,30
2001,3,5.1798781428572705714,5.4970200000000854286,30
2012,2,4.0870052631580382105,4.4648988947369378421,30
2009,2,4.0410428749999880000,4.4841068749998526875,30
2009,1,4.1887639999999221538,4.6256856923077627692,30
2012,3,5.3092380769229783077,6.0560570769230776923,30
2012,1,4.1354742500000916667,4.5554730833333680000,30
2009,3,5.2501308888890637778,6.2923527777779277778,30
2008,2,4.1339964999999213000,4.4139958999998728000,30
2006,3,5.3049992499999235000,5.4199990000000752500,30
2006,1,4.0799999999999275000,4.3299990000000435000,30
2006,2,3.9449990000001662500,4.2449980000001232500,30
2008,3,5.4666639999998856667,5.7066633333332296667,30
2013,3,5.0616762000000562000,6.1736737999997786000,30
2013,1,4.1372334285713028571,4.4658029999997264286,30
2013,2,4.1535463333333003333,4.4468783333333403333,30
2012,3,5.3799996666665113333,5.8599986666666456667,29
2003,2,3.9157028888887960000,4.3112567777776703333,30
2003,1,4.0971417142860837143,4.4085684285714707143,30
2003,3,5.1388975000001741667,5.6655625000000025000,30
2013,1,4.0054537272726520000,4.4127263636364040000,31
2013,3,5.1654544545455627273,5.6145452727273550000,31
2003,2,3.8545417272727552727,4.2818141818183078182,31
2003,3,5.0879971999998814000,5.5039968000000954000,31
2013,2,3.9119971000000760000,4.3219969000000447000,31
2003,1,3.8933296666666215000,4.2599963333334095000,31
2008,1,4.3199986666668336667,4.6133306666667220000,30
2012,1,4.0657024000000094000,4.4937006000001020000,31
2001,1,4.0533062499999535833,4.4633055833330673333,31
2012,2,4.0840709999998578000,4.5160701999997398000,31
2001,3,5.2695224999999930000,5.9595220000001060000,31
2001,2,3.9793263333332714444,4.3615473333332680000,31
2012,3,5.3455794999999850000,6.0055795000000670000,31
2005,2,3.9288881111112156667,4.2244424444446495556,31
2005,1,3.9879990000000364000,4.3199969999998758000,31
2010,1,4.1474989999999821250,4.4349973749998526250,31
2010,2,3.9066660000000866667,4.2199976666666623333,31
2005,3,4.9599986666665546667,5.6466639999999490000,31
2010,3,4.9900000000000090000,5.1900000000000545000,31
2004,3,5.3724076250002781250,5.9824071250002363750,31
2002,3,5.1999999999998185000,5.4199984999997925000,31
2002,2,3.9628568571429891429,4.2914280000001912857,31
2004,2,4.1039989000001016000,4.4326378499999237500,31
2002,1,4.0499999999997270000,4.2700000000004365000,31
2004,1,4.3400003333334400000,4.7244426666665680000,31
2006,2,3.8519983499999967000,4.2279971999999589000,31
2006,3,5.1074970000001942500,5.4374951249998276250,31
2006,1,3.9897031666665725833,4.3663694166666573333,31
2009,1,4.0499985000001285000,4.3199985000001105000,31
2009,3,5.3700010000002295000,5.5699980000001685000,31
2009,2,3.8333316666667086667,4.1133309999998650000,31
2011,3,4.9766707222220627222,6.1000017777779225000,31
2011,1,4.0407109565220133478,4.4337524782609050000,31
2011,2,3.8353316666667069000,4.2106632333335104333,31
2007,3,4.6999890000006420000,5.2799890000005690000,31
2007,1,4.0624962499997821250,4.4199937500001170000,31
2007,2,3.8933306666669221667,4.2966623333335671667,31
2004,2,4.1589518666666058000,4.5562837333333544000,32
2004,3,5.6308072857142570000,6.3508052857142892857,32
2010,3,5.0899988888886962222,6.0522187222219878889,32
2004,1,4.2579367272729043636,4.6088438181819913636,32
2010,1,4.0285697857142559286,4.4314255714285603571,32
2010,2,3.8876911538463379231,4.2723041538460902308,32
2011,1,3.9970225999998850000,4.2970209333332302000,32
2011,3,5.0920577000000662000,5.8400530500000400000,32
2005,1,3.9451422307694465385,4.2943720769231523077,32
2005,2,3.8556197692309278462,4.1940796923076958462,32
2011,2,3.9061420833334257500,4.2078077916667762083,32
2005,3,5.2107920000001591667,6.5707886666667341667,32
2007,2,3.8516646666665793333,4.3133299999997614167,32
2007,3,5.0433322500001243333,5.7533310000002681667,32
2007,1,4.0485701428571181429,4.4342835714285230000,32
2012,1,4.1888858888890656667,4.6222171111110634444,32
2012,3,5.3199999999997080000,6.9799999999995630000,32
2012,2,4.0399985000002140000,4.4366645000000821667,32
2001,2,3.9741564545454158182,4.4232442727273916364,32
2001,1,4.0919490625000209375,4.5531971249998548750,32
2002,2,3.9804976363637005455,4.3714057272725107273,32
2002,3,5.3122973333332893333,7.1278515555552277778,32
2001,3,5.2085544000000026000,6.3725503999999544000,32
2002,1,4.0773346000000858000,4.4493336000000456000,32
2003,3,5.1291999999999057778,5.5425325555556811111,32
2006,2,3.9966542499998922500,4.3066535000000385000,32
2006,3,4.9773803749999957500,6.5298750624999116875,32
2003,2,3.9746276666667654667,4.3945406666666713333,32
2003,1,3.9663147500001137500,4.2829808333334162500,32
2006,1,3.8906635000003010000,4.3106630000002045000,32
2009,2,4.0093072500000630000,4.4518061250000755000,32
2009,3,5.5992813333333893333,6.1259466666665503333,32
2009,1,4.0584663333333996667,4.5851320000004613333,32
2013,2,4.1085704285713484286,4.5728549285712622857,32
2008,3,5.4799963333328680000,6.1666613333333466667,32
2013,3,5.3199995000001081250,6.7024966249998671250,32
2008,1,4.3199997777779673333,4.7222200000000561111,32
2013,1,4.1125268749997870000,4.5400263750001955000,32
2008,2,4.1145446363637925455,4.5418162727272911818,32
2010,3,5.2699996666669905000,6.1216645000002170000,33
2010,2,3.9499986999999693000,4.3039962000000970000,33
2010,1,4.0849985000001538750,4.5299973749999368750,33
2004,2,4.0341987500000680000,4.3958640833332937083,33
2004,1,4.1940425500000969500,4.5790418500000328000,33
2004,3,5.4572296000003010000,6.6972294000001060000,33
2013,2,3.9952578235294341176,4.3729033529411668235,33
2013,3,5.2178464000002653333,6.0178446666668909333,33
2012,2,4.1089325999999798000,4.4529307999999218000,33
2013,1,4.1850014285715327857,4.5207143571429437143,33
2012,1,4.4105214999998453750,4.7243267499997047500,33
2012,3,5.4681355000002445000,6.0281325000003110000,33
2002,2,4.0240142000002380000,4.4760120000000824000,33
2006,2,3.9358121999999640000,4.2738111000002391000,33
2006,1,4.0408963529411910000,4.4150127058823915882,33
2002,1,4.1399994000002154000,4.4639977999999246000,33
2006,3,5.2349993749997453750,5.8524997499998791250,33
2011,2,3.9399992222222913333,4.2144427777778775556,33
2011,1,3.9399997272727310000,4.2236344545454318182,33
2008,2,4.1568416666668783333,4.5435053333336936667,33
2011,3,5.1719993999999133000,5.4419987999999193000,33
2007,2,3.7239956000000346000,4.1799950000000536000,33
2007,3,4.9519971999998234000,5.4319966000000022000,33
2007,1,3.9799987499995952500,4.4949987500000362500,33
2009,2,3.9683632500001522500,4.3266945000002959167,33
2009,3,5.1151480000000903750,6.1576425000001793750,33
2009,1,4.1475613333333664167,4.5592264166667746667,33
2010,1,4.0515447727272698636,4.3897250909091305455,34
2011,1,3.9845585925927142222,4.3652988148148525926,34
2011,2,3.8739436190475035714,4.3491803333332277143,34
2010,2,3.8947341000000391000,4.2447330499998997000,34
2004,3,5.1902850000000170833,6.4036169999999781667,34
2004,2,4.0486850370370778519,4.3834987407407408519,34
2009,3,5.3624997499999835000,5.6524988750002193750,34
2009,2,4.0339990000000855000,4.3479979999999615000,34
2004,1,4.1647307368422461579,4.5057823157895224211,34
2009,1,4.1109071818180547273,4.4236339090908091818,34
2008,1,4.2615050000001705000,4.6815032500001055000,33
2008,3,5.0605769999992843333,7.0939096666663013333,33
2005,1,4.0422651052631407368,4.5075268947367763158,34
2013,1,4.2426741428571401429,4.7226725714287371429,34
2005,2,3.8550545333334261667,4.3170536000000084667,34
2005,3,5.0399357419353458065,6.2463837096773704516,34
2013,3,5.0405239999997320000,5.6518269999996846000,34
2013,2,3.9541703333335743333,4.3341700000000856667,34
2001,2,4.0392339999999536000,4.5132309999999052000,34
2001,1,4.1466520000000335714,4.6180791785714470000,34
2002,3,5.1436607500000945625,5.9636580625000305625,34
2002,1,4.0698551666666654167,4.4115760416665162500,34
2001,3,5.0522026250000636250,5.8109248750000690000,34
2002,2,3.9678391176469311176,4.3337208235293742353,34
2006,1,4.0163614545454658182,4.3745420000000815455,34
2006,2,3.7959965000000011000,4.1399955000001683000,34
2006,3,5.0549984999997830000,5.3499972499998875000,34
2007,3,4.8276369090908289091,5.6667269545456418182,34
2011,3,4.9349966428572024286,5.5549951428572026429,34
2007,1,3.9411222857141057143,4.2522102857143572857,34
2007,2,3.8091915882353747059,4.2080146470589170588,34
2012,3,5.4257125714284484286,5.7599972857142348571,34
2012,1,4.2066659999998893333,4.5266649999998663333,34
2010,3,5.0635003500000493500,6.2134983000001397500,34
2012,2,4.0299978333334821667,4.4099973333332705000,34
2009,2,4.0688884444443828889,4.3133312222221321111,35
2009,3,5.2359986000003118000,5.4999980000002326000,35
2012,1,4.1909080000001598182,4.4090885454546960909,35
2012,2,3.8999991666666650000,4.1833304999998215000,35
2009,1,4.0857137142856377143,4.3399984285714968571,35
2007,2,3.8182583333331573333,4.1582577222221112778,35
2011,2,3.8857130000003831429,4.2399962857144340000,35
2011,1,3.9514281428571391429,4.2771417142858871429,35
2007,1,4.0419960370370012593,4.4234771481481705556,35
2007,3,4.9664743000000271000,5.6644728000000441500,35
2011,3,5.1999982000001182000,5.5919978000000812000,35
2002,1,3.9359959999999778000,4.3279952000000096000,35
2006,3,5.0599987500002612500,5.5399987500002227500,35
2002,2,3.9149979999999115000,4.2899964999999722500,35
2006,2,3.7049923750000743750,4.1749922500000593750,35
2006,1,3.9699957499999527500,4.3899957499997982500,35
2002,3,5.1599999999998550000,5.5399999999999640000,35
2012,3,5.4399950000010905000,8.2799855000002935000,35
2010,1,3.9799980769230736154,4.3846133076924266923,35
2010,2,3.9299970999998550000,4.3299959999998918000,35
2010,3,5.1350000000001047500,5.4549995000000992500,35
2005,2,3.9457225000001397500,4.4823861666665910833,35
2005,1,4.1148504000000079333,4.4895162000001922667,35
2005,3,5.0571601666667522500,5.7386424166668347500,35
2005,2,3.8821266000001135333,4.3047920000001189333,36
2007,3,4.9323102500001142500,6.0056404166668548333,36
2005,3,5.0785387500000638750,6.3510378124998397500,36
2005,1,4.0974236666666380000,4.5157551666666980833,36
2007,1,4.1564777500000786250,4.5464766249999115000,36
2007,2,3.9310644000000594000,4.3430632000001424000,36
2006,1,3.9133323333333767778,4.2234897777779123333,36
2006,2,3.9511102222222185556,4.3066643333332752222,36
2010,2,3.9323060769230986923,4.1830724615383062308,36
2010,3,5.2879985000000487000,5.9299972000001162000,36
2010,1,3.8771419999998865714,4.1285700000001141429,36
2006,3,5.1057131428574392857,5.5714261428571652857,36
2006,1,3.9670822499998622500,4.4320812499997830000,37
2007,2,3.8211332222222661111,4.2877986666666302222,37
2006,2,3.8471348000000944000,4.3151310000001104000,37
2006,3,4.9769612857143591429,6.0741024285715478571,37
2007,3,5.0446308333333340000,6.1379628333331768333,37
2007,1,4.0597084999999426250,4.4747075000000226250,37
2010,3,5.0934282222223778889,6.2312045555555012222,37
2010,1,3.9973422142858227143,4.3844838571429494286,37
2005,2,4.0514468571431705000,4.4500160714286657857,37
2010,2,3.9423682142856122143,4.3609379999998867857,37
2005,1,4.0641456470589485882,4.4406152352940166471,37
2005,3,4.9935680000003230000,6.2235545000005460000,37
2010,2,3.7249992499999395000,4.1099982500000465000,38
2010,3,5.1666659999999256667,5.5033321666664960000,38
2005,1,3.9379996999998186000,4.3519990999999665000,38
2005,3,5.1499982499999532500,5.4449969999999440000,38
2005,2,3.8799955714284155714,4.3057087142855640000,38
2010,1,4.0166659999996833333,4.4266634999997526667,38
