team,base,average_aika,average_eteneminen,week
1001,3,5.1114868333330985000,5.4114828333332146667,25
1001,2,4.0981083999999099000,4.4281070000000909000,25
1013,3,5.1000000000002730000,5.5520000000003166000,25
1014,3,5.2833390000014340000,7.1833390000010700000,25
1003,3,5.0005782000000636000,5.5865763999999217000,25
1003,1,3.9785027777778750556,4.2707245000000158889,25
1003,2,3.9241945294117666471,4.2324292352940681176,25
1006,2,4.0315485333332162667,4.3862132000000504667,25
1006,3,5.0812551249999271250,5.7887522499999021250,25
1006,1,4.0450405000000727000,4.3710386000000426000,25
1011,2,3.7753006666668323333,4.2086320000006103333,25
1011,1,3.9667693333334070000,4.3934336666667753333,25
1009,2,3.9764997500001300000,4.3014959999998155000,25
1009,1,4.0197865999996793000,4.4137850999996772000,25
1002,1,4.0079983999999970000,4.2879981999998564000,25
1015,1,3.9828560000002784286,4.3457127142856475714,25
1015,2,3.9399999999998275000,4.2399999999997820000,25
1002,2,4.0366655000000265000,4.3499973333332493333,25
1015,3,5.2400000000002360000,5.6099989999997885000,25
1002,3,4.9200000000000730000,5.1399999999998730000,25
1012,2,4.2009284000003388000,4.6729268000001866000,25
1005,1,3.8684283333333650000,4.2750930000000456667,25
1005,3,4.9914292222222988889,5.3869823333332332222,25
1005,2,3.8283129999998791111,4.2532513333332847778,25
1012,1,4.1073029999998503333,4.5606351666664676667,25
1012,3,5.0950107499999150000,5.4050099999998337500,25
1010,2,4.1593484285716448571,4.5536334285714342857,25
1010,1,4.1579987000000985000,4.5336984000000940000,25
1010,3,5.3149982500002580000,6.2299960000002557500,25
1013,3,5.1344004999998561667,5.5277328333330995000,26
1005,3,5.0444623333332855000,5.5546028333332440000,26
1013,1,4.0487952857146020714,4.3202234285715155000,26
1005,1,3.9951257500001131250,4.3539133750002178750,26
1013,2,4.0447644444442531111,4.3314303333332747778,26
1011,2,3.9711092222224176111,4.3544422777778336111,26
1004,3,5.0088855555553285556,5.5666603333332508889,26
1011,1,3.9657126428571700000,4.3542840714287000000,26
1004,1,3.9072665454545836364,4.2599931818181798182,26
1004,2,4.0319988000000192000,4.3639979999999922000,26
1011,3,4.9719962000001034000,5.3359929999998712000,26
1006,2,3.9692609090909836364,4.3203764545452777273,26
1008,1,4.1902098333334328889,4.5713185555556366667,26
1006,1,3.9940027272730690909,4.3630926363637172727,26
1008,3,5.2430895714287870000,5.7130865000001125714,26
1006,3,5.1425523999996587000,5.5785502000000181000,26
1008,2,4.0420003636365270000,4.3856341818180804545,26
1010,2,4.0244427777780000000,4.3377745555554714444,26
1007,1,4.0377764444444640000,4.3577752222223453333,26
1007,2,4.1215370000000593077,4.4323054615385375385,26
1010,3,5.0849986249999121250,5.4699966250000217500,26
1007,3,5.1362469375000331250,5.8674933749999809375,26
1010,1,4.0822209999998653333,4.3733313333332262222,26
1003,3,5.0735032307690674615,5.4458090769230694615,26
1015,2,4.1899978333332606667,4.4999968333332466667,26
1005,2,3.9525578333333823333,4.3225571666665323333,26
1002,1,4.0109895714286461429,4.3509878571426920000,26
1002,2,4.0005876250000370000,4.3805837499998575000,26
1003,1,3.9583822941178288824,4.2713222352941584118,26
1015,1,3.9873676315788831053,4.2926301052631348947,26
1015,3,5.1514291428571987143,5.4718182857145621429,26
1003,2,3.9544422142858235714,4.2191690714283660000,26
1012,1,4.0373240999999323000,4.3893231999999443000,26
1012,3,5.1118153000001712000,5.4718134000000192000,26
1012,2,3.9361572222224923333,4.2472682222221717778,26
1009,1,4.0672690000001858182,4.3745401818181024545,26
1009,3,5.2366658333329875000,5.4833318333330680000,26
1009,2,4.0422202222221637778,4.2844423333330673333,26
1002,3,5.0418205000000850000,5.3918160000007445000,26
1002,NULL,4.1864390000000640000,4.4864349999998010000,26
1001,1,4.0570149374999999375,4.3382638124998465000,26
1001,2,4.0190735454545408182,4.3663456363633899091,26
1014,2,4.1956070000001095000,4.5856027499999075000,26
1001,3,5.0955747500003667500,5.5955741250002690000,26
1014,1,4.0576759999999010000,4.3376754999999320000,26
1014,3,5.0017655000003740000,7.0417650000003960000,26
1014,3,5.1019500000000633333,5.5286126666666553333,27
1011,2,3.9320524444444547778,4.2609398888888690000,27
1014,2,4.0670982500000718750,4.4270976250001013750,27
1014,1,4.1173188000002484000,4.4493174000001090000,27
1011,3,5.0007880909088684545,5.2462415454545159091,27
1011,1,3.9667562307692884615,4.2482936923077851538,27
1007,1,3.9799977142856408571,4.3471405714284726429,27
1002,3,4.9999984285712862857,5.6771412857139174286,27
1007,2,3.9739988999998104000,4.3399987999999439000,27
1002,1,3.9679974000000583000,4.2739968000000772000,27
1002,2,4.0399989999997550000,4.2971410000000105714,27
1007,3,4.8799973333331460000,5.2666629999997286667,27
1006,2,4.0210847222222254444,4.3110834999999698333,27
1010,1,4.0449992500001031250,4.3074985000000937500,27
1006,1,3.9654531818182064545,4.3345427272727814545,27
1006,3,5.1114277999999556000,5.5034259999999448000,27
1010,2,4.1016660833332706667,4.4066654999999552500,27
1010,3,5.1079982000001110000,5.8799972000002526000,27
1009,2,3.9466654166668225000,4.3516643333335120833,27
1009,3,5.0616645000001958333,5.6683295833334645833,27
1015,2,4.0349934999997855000,4.4774918750000835000,27
1015,3,5.1500442500000645000,6.0150429999998777500,27
1009,1,3.9416647500000864167,4.3166638333334504167,27
1015,1,4.0249980000000955000,4.3549972499999965000,27
1012,2,4.0284202105264356316,4.3726299473685110000,27
1001,1,3.9252792857146884286,4.3109915714288231429,27
1001,3,5.0892295384613903846,6.2153725384613468462,27
1012,3,5.1893306666666527333,5.7466619333334166000,27
1001,2,4.0359992000001057000,4.4219985000000179000,27
1012,1,4.0011747058823963529,4.3435265882353097647,27
1003,1,3.9392295384615619231,4.2261512307691366538,27
1003,3,5.0879998000000344000,5.4039987999999540000,27
1003,2,3.9052616315790671579,4.1957867894736744737,27
1004,3,5.0159976000000824000,6.1479944000000614000,27
1004,2,3.9249955000000230000,4.2449942500002180000,27
1004,1,4.1499992499996097500,4.5049979999997732500,27
1005,1,4.1116142000002128000,4.4856117000000496000,27
1005,2,4.0399305714287428571,4.3913582857144320000,27
1005,3,4.9739192857145358571,5.8310604285717481429,27
1013,1,4.0066663333333660000,4.2599990833335065833,27
1013,2,4.2199993333331500000,4.4586652666665941333,27
1013,3,5.2133325000001301667,5.5166650000002543333,27
1006,1,3.9973644666668102667,4.3853624000002129333,28
1009,3,5.0230757692307074615,5.4399973846152884615,28
1009,1,4.0143613529411969412,4.3614189411764795294,28
1006,3,5.0032219999999436471,5.8365575294116270000,28
1006,2,4.0086164375000236250,4.4111151249999521875,28
1009,2,4.0849996250000514375,4.4349984375000133125,28
1004,2,3.9999990000000113846,4.2892293846154924615,28
1004,3,4.9549985000000636667,5.6996104999998730833,28
1005,2,4.0152148095239464286,4.3447369047618330476,28
1004,1,3.9586651333333066667,4.2826649333333686667,28
1005,3,5.0371307599999818800,5.5802621200000067200,28
1005,1,4.0475380666668268000,4.4075372666668348667,28
1011,2,3.8299935000000005000,4.2099895000001195000,28
1015,3,5.1321513749999497500,5.6071503750000034375,28
1015,1,3.9232058333332513333,4.2315381666667047083,28
1011,3,4.9733323333336256667,5.2599986666664336667,28
1011,1,4.0599963999997274000,4.3639949999997954000,28
1015,2,4.0756549999998588571,4.4051773333332589524,28
1012,2,3.8977154444445555556,4.3021587777780040000,28
1012,3,5.1250309375000995625,5.8937791249998100625,28
1012,1,3.9949988749997373750,4.3249964999999407500,28
1003,2,3.9479990666666102667,4.2600214000001112667,28
1003,1,4.0215363076922410000,4.3138421538462283077,28
1003,3,5.0157383076923277692,5.4772744615383300769,28
1002,3,5.1174976249994872500,5.5999953749998213750,28
1002,2,4.0571422857143004286,4.3142851428571185714,28
1014,1,4.0966661666670160000,4.4299995000003493333,28
1014,2,4.0249992500000643333,4.3249991666665058333,28
1002,1,4.0759999999996578000,4.3319993999999496000,28
1007,3,5.2699980000001005000,5.6174954999998761250,28
1007,1,4.0709071363636957727,4.3945428181819518182,28
1007,2,4.0927254545457883636,4.4018155454547758182,28
1010,2,3.9353182222220464444,4.4308731111110925556,28
1013,1,4.1399999999999736667,4.5066652222220807778,28
1010,1,4.0722338571427565714,4.5122329999999887143,28
1010,3,5.1207633333336463333,5.6674280000003516667,28
1013,3,5.1826103999999762000,5.7106090000001134000,28
1014,3,5.2799989999997101667,5.5799983333331513333,28
1013,2,4.0133326666667323333,4.2666646666672630000,28
1008,3,5.1999999999989090000,5.6000000000003640000,28
1008,2,4.2903710000000502500,4.5603707500001747500,28
1001,1,4.1395786666660873333,4.5795746666661516667,28
1001,2,4.0929241428570354286,4.4957774285714677143,28
1001,3,4.8390879999997190000,6.1590839999998930000,28
1001,2,4.0478867000000717000,4.3437741999998706000,29
1011,2,4.0563627272728229091,4.2836349090909855455,29
1011,3,5.2679998000000526000,5.5839989999997670000,29
1001,3,5.1044427777780280000,6.0444398888890242222,29
1011,1,4.0727263636364030909,4.3272711818182292727,29
1001,1,4.0636356363637250000,4.3563620909092150909,29
1002,2,3.9504023125001453125,4.2916513749999439375,29
1002,1,4.1028773636364183182,4.4556035454545509091,29
1004,3,5.1252610526314224211,5.5021008947365580526,29
1004,2,4.0858814705883131765,4.4152919999999754118,29
1002,3,5.1711101666667723333,5.9355526666667831111,29
1004,1,4.0071411428570433571,4.3171402857141012857,29
1006,1,3.9437158666664194000,4.2210483333331922000,29
1012,2,4.0639715555555290000,4.3995262222221453333,29
1012,1,4.0974993749998135000,4.4174981249997813750,29
1012,3,5.0458421538463393846,5.4719937692307563846,29
1006,2,3.9677871111109903333,4.2633415555554972222,29
1006,3,4.9584831538462330769,5.7964659230768890000,29
1015,1,3.8885696428570131429,4.1942815714285513571,29
1007,2,4.1281918888888892222,4.4765701666667230556,29
1007,3,5.0863591875000225000,5.7413571874999718750,29
1007,1,3.9904219444445313333,4.3470873333332696667,29
1015,3,4.9639981000002991000,5.7579931000000671000,29
1015,2,3.9946646000002752667,4.3573291333332993333,29
1008,1,4.1013750714284601429,4.5070871428571797143,29
1008,2,4.2577767777779123333,4.6399966666667247778,29
1008,3,5.0966651666666771667,5.7799963333331258333,29
1014,1,4.1055117692307809231,4.4430082307694297692,29
1003,1,3.9266183846153720000,4.1896939230768320769,29
1003,2,3.9980777999998887333,4.3060769333332246000,29
1014,3,5.0576352500002410000,5.5826332500003750000,29
1014,2,4.1945660000001226667,4.7358982666667240667,29
1003,3,4.9202128000000355000,5.2862113999999565000,29
1013,3,5.0807767200000489200,5.6743751999999767200,29
1009,2,4.0604258750001065000,4.3491754374999800000,29
1009,1,4.0532823749999808750,4.4732819999999835625,29
1013,1,4.0016653333333351667,4.3399974166666577500,29
1013,2,4.0692306153846752308,4.3430753846155312308,29
1009,3,5.0252275625001345000,5.6114770000002068750,29
1005,1,4.0488886666666478889,4.2622211111111280000,29
1005,2,4.0199980000001636667,4.2644416666665974444,29
1005,3,5.1644433333333635556,5.3333318888888042222,29
1010,1,4.0439996999997221000,4.4039985000000344000,29
1010,2,4.0359985000000508000,4.4079961000003096000,29
1012,2,3.9919988666667753333,4.3556388000001335333,30
1009,1,3.9813329333333058000,4.2466650666666889333,30
1012,3,5.1290884545457050000,5.8709012727274098182,30
1012,1,3.9509077272727237273,4.2981796363635980000,30
1009,3,5.0953843076924315385,5.8953833076923799231,30
1009,2,4.1566665833333900833,4.5549996666666554167,30
1005,2,4.0115539999999782500,4.3235518000000070500,30
1008,1,4.1431550000000821818,4.4649721818182941818,30
1008,3,5.3310730000001361667,5.6444041666666181667,30
1005,3,5.0803476363636574091,5.5821634545454799091,30
1005,1,4.0958544999998878750,4.4296951250000092500,30
1007,1,4.0253177499998571875,4.3397706874998221875,30
1007,2,4.1885963333333318333,4.7902621666666695833,30
1014,2,4.0714282857145463571,4.4585706428571744286,30
1014,1,4.0998685454544763636,4.4562308181817901818,30
1014,3,5.1420051818181079091,5.9383677272728413636,30
1006,1,3.9874988125000924375,4.3537479999999817500,30
1002,3,5.0719980999998373000,5.5499952000000123000,30
1006,3,5.0016360833333995833,5.7199666666667023333,30
1006,2,3.9678246521739213913,4.3095626521739792174,30
1002,2,3.9588866111109332778,4.3611083333333025000,30
1002,1,3.9647038823530720000,4.4058792941178608235,30
1001,2,4.1519367142857068571,4.4805069999998914286,30
1010,1,4.0355128947368317368,4.3734068947366580000,30
1010,2,4.0484946666666213810,4.3465891428570125238,30
1001,1,4.0386808888888398148,4.4662800740741288889,30
1001,3,4.9542223846154300000,6.4888533846152103846,30
1010,3,4.9912427894735533684,5.7483213684210784211,30
1010,3,4.9666630000004563333,5.5666546666664846667,29
1008,2,4.1799993333333226667,4.4333318333333408333,30
1007,3,4.9136607500005312500,6.2586600000000770000,30
1011,3,5.0749985000001348750,5.3624962499999642500,30
1011,2,3.9218170909090407273,4.1945436363635880000,30
1011,1,3.9599990833331350000,4.3416652499999674167,30
1003,1,4.0014146666667329167,4.3580801666664494167,30
1003,3,5.0226347499999519375,5.7338836874998122500,30
1003,2,3.8952226470589321765,4.3105158823530420588,30
1013,3,5.1213508000000730000,6.4173504000000320000,30
1013,1,4.1491939999998525000,4.5491920000001760000,30
1013,2,4.0147591666667116667,4.3625409999999646667,30
1001,2,4.1459271666664485000,4.4992596666664703333,31
1001,3,5.0461426363636663636,5.7643230000000833636,31
1001,1,4.0765581578948991579,4.4260311052632555263,31
1003,1,3.9973329333333216000,4.3173320000000482667,31
1003,3,5.0685705714286735714,5.5485689999999781429,31
1003,2,3.9812493750002033750,4.3474989374999495625,31
1004,2,4.0808137692308020000,4.5085050000001362308,30
1004,3,5.0302922000000460667,5.9068987999999232667,30
1004,1,4.0101860624998976250,4.3414348124999123125,30
1010,1,3.9852378571431797857,4.2623802857144061429,31
1014,3,5.1044905333331674667,5.9911563999998483333,31
1014,2,4.1210094000001846667,4.4473702666668033333,31
1010,3,4.9899149411763467059,5.7926453529411018824,31
1010,2,3.9509929999999562667,4.2349918000000193333,31
1014,1,4.0570368181818758182,4.3043090909093072727,31
1012,1,4.0092171249996792500,4.2942169999996621250,31
1012,3,5.0803634615384071538,5.5415584615384084615,31
1004,2,3.9475123076921803077,4.3059733846153695385,31
1012,2,4.0116116111111193333,4.2982775000001411111,31
1004,1,4.0204709000000548000,4.3244692999997369000,31
1004,3,5.0780181249999145000,5.8742666874998121875,31
1008,1,4.1542843571427447143,4.5142827142856602143,31
1006,2,3.9315777894738691053,4.3242087368421501053,31
1008,2,4.1542848571427517143,4.4828547142856874286,31
1006,3,5.1411953846154923846,5.9365765384617449231,31
1006,1,4.0666657619047306667,4.4419023809525048571,31
1007,2,4.0699988750002943750,4.4924985000002948750,31
1011,1,4.0290903636362146364,4.2999983636362604545,31
1008,3,5.2533325000002453333,5.7466646666665231667,31
1007,3,5.0299982500000627500,5.4549982500000172500,31
1011,3,5.0050000000001090000,5.5949982500001167500,31
1011,2,3.8999972000000069000,4.2339962000000468000,31
1013,3,4.8849095999999462000,5.8409089000000677000,31
1013,1,4.0639909999998632727,4.3185349999998835455,31
1013,2,4.0425453333333886667,4.6779529999999391111,31
1005,1,4.1549995000002580000,4.5149982500004170000,31
1002,2,4.0904441666666950833,4.5290554166664758333,31
1005,3,5.0839984000001096000,6.1119974000001096000,31
1002,3,4.9910443749998877500,6.3685428750000028750,31
1002,1,3.9951028750000433750,4.3526018749998912500,31
1005,2,4.1266661666668370000,4.4933323333333040000,31
1009,1,4.0799983333331511111,4.2999981111109062222,31
1009,2,4.2499999999999995000,4.4999990000001160000,31
1009,3,5.2249987499997132500,5.3799982499997440000,31
1007,1,3.9833328333333311667,4.4299994999998188333,31
1008,3,5.2103293846155162308,6.2503278461538404615,32
1015,2,4.0064286249999838750,4.3389278749999391250,32
1015,1,3.9724380000000300000,4.3499369583333685000,32
1008,2,4.0656071428574185714,4.3998922857144862143,32
1008,1,4.0933500000000095000,4.6203497499999685500,32
1003,1,3.9561917894736060526,4.3046114736841541053,32
1004,2,4.0174991250002279375,4.3387485625003137500,32
1004,1,4.0317631764706032353,4.3411740588235528824,32
1003,3,4.9666651666666815833,5.6249973333336053333,32
1004,3,5.1292301538462126154,5.8646135384614214615,32
1003,2,3.9185707857143369286,4.2142835714285931429,32
1010,2,4.0961255238095679524,4.4885049523810224762,32
1010,1,4.0599945714287580000,4.4185647857143197857,32
1015,3,5.1035445384615322308,5.9235400769232980769,32
1010,3,5.2032809999999632857,6.0304219999998492143,32
1009,1,4.0652943571429725714,4.3552930714286861429,32
1002,3,5.0927693999999975000,6.0133661999999731000,32
1009,2,4.0841013076922080769,4.3840991538458743077,32
1002,1,4.0683460833334570000,4.5221330833333393333,32
1009,3,5.1115438125001733125,5.7565419375002025000,32
1002,2,3.8429314545454954545,4.1629305454544010000,32
1007,2,4.1021039166666926667,4.4837691666666427500,32
1007,3,4.9076515000000427000,5.9276486999999406000,32
1007,1,4.0223588749998526250,4.5172056874998675000,32
1005,1,4.0824682352941528235,4.5600744705883003529,32
1005,3,5.0609231874999523125,5.8521711250000408125,32
1005,2,4.1163388823530006471,4.3975140588235370000,32
1013,2,4.1072724545454300000,4.3872720909091433636,32
1013,1,3.9733298333331581667,4.2866630000000898333,32
1013,3,5.1428567142855692857,5.4971419999997775714,32
1014,1,4.0509084545450276364,4.3290894545454070909,32
1014,2,4.1142852857140367143,4.3971412857140421429,32
1014,3,5.2039983999999098000,5.5359965999999988000,32
1011,2,4.1728361250001170000,4.5928352500004053750,32
1012,1,3.8599981666668175000,4.2666626666668890000,32
1011,1,3.9912463571428619286,4.3426746428573160714,32
1011,3,4.9776510999999118000,6.1496490999998061000,32
1012,2,3.9274978749999150000,4.3849957500001153750,32
1012,3,4.8999979999996410000,5.3099939999997330000,32
1006,3,5.0634431111113574444,5.8923306666667687778,32
1006,1,3.9946837777776333333,4.3857939999998557778,32
1006,2,3.8822357142859284286,4.3250925714284160000,32
1014,3,5.2181813636362593636,5.9818167272726648182,33
1001,2,4.0881996428572619286,4.3710552142857913571,33
1001,1,4.0936765000000801667,4.3858980000001691111,33
1001,3,5.1687813750000375000,5.8937779999999692500,33
1014,2,4.0945445454545650000,4.4727262727272846364,33
1014,1,4.0959994499999410500,4.4549983999998190500,33
1013,3,5.1289017272727464545,5.6543545000000470455,33
1007,1,4.0216658333333728333,4.3733320833334044167,33
1007,3,5.1646203333336617778,5.5201754444445013333,33
1013,2,4.1401718095238764286,4.6001701904763628095,33
1007,2,4.0634713571428978571,4.3463272857144781429,33
1013,1,4.1284667499998931000,4.4714658499997995000,33
1015,1,3.9459033125000360625,4.3796516250000508750,33
1015,2,3.9551394000000072000,4.3538054000000253333,33
1004,3,4.9519004761905090952,6.0132955238094448095,33
1004,1,4.0894613125000490625,4.7232099374999735000,33
1004,2,4.0994677499999549167,4.6692968333332676667,33
1011,1,4.0079503684210784211,4.3730776842105688947,33
1011,2,3.9884883333335084444,4.3551535555556913889,33
1008,2,4.0819985000000088000,4.4379981000001862000,33
1008,3,5.2577782222220373333,5.5866662222220941111,33
1008,1,4.1152929411765828824,4.4847045294117754118,33
1011,3,5.0490702222219726667,5.6801799999995841111,33
1015,3,4.9973280000000386250,5.7781192499998611250,33
1002,1,4.0719992000000276000,4.4439991999997802000,33
1002,2,3.9559977999999320000,4.2239957999999208000,33
1006,3,5.1299986250005531250,5.4074985000002016250,33
1002,3,5.0299989999998620000,5.2299989999996800000,33
1006,2,4.0169220000000047692,4.2876898461540456154,33
1006,1,4.0459998000000269000,4.3239983999998913000,33
1003,2,3.8319992666666015333,4.1239989333333142000,33
1003,1,3.9461520769229993077,4.2630745384616288462,33
1003,3,5.0639979999999696000,5.3599975999999287000,33
1005,3,4.9737484375001201875,5.9312466875000780000,33
1005,2,3.9565207826087871739,4.3269541304348225652,33
1009,2,4.1833320000000640000,4.5633304999999685000,33
1009,1,4.0459990000000970000,4.4319972000000462000,33
1005,1,4.0977775555553913333,4.4266638888888236667,33
1009,3,5.2914278571432597143,6.0942844285713622857,33
1010,3,5.0518750909090654545,5.6918730909089226364,33
1010,1,4.0650018000001637000,4.5270009000000073000,33
1010,2,4.0395058749999747500,4.6870042500000295000,33
1012,3,4.9333318888887131111,5.3599982222222531111,34
1012,2,3.9181799090908952727,4.3399975454544388182,34
1011,3,5.1143159230769716923,5.8850850769231329231,34
